Score,loss,acc,val_loss,val_acc
0.979700029,0.004377392,0.998520851,0.131074506,0.977833331
0.979700029,0.004659139,0.99849999,0.119183646,0.981333315
0.979700029,0.003528211,0.998916686,0.108383646,0.982249975
0.979700029,0.001855524,0.999395847,0.111851878,0.981666684
0.979700029,0.003809934,0.999000013,0.124132115,0.978583336
0.979700029,0.00637187,0.99827081,0.150507609,0.975916684
0.98089999,0.274759298,0.921145856,0.130725547,0.959916651
0.98089999,0.092123897,0.971645832,0.089531153,0.972750008
0.98089999,0.055100757,0.982729137,0.085060144,0.973166645
0.98089999,0.037080561,0.98862499,0.098990319,0.971499979
0.98089999,0.02831746,0.990437508,0.094131401,0.973749995
0.98089999,0.024509946,0.991854191,0.087010159,0.976499975
0.98089999,0.016205799,0.994895816,0.106733713,0.97391665
0.98089999,0.017721949,0.993958354,0.101593231,0.9745
0.98089999,0.013061579,0.995875001,0.108158929,0.976916671
0.98089999,0.013713015,0.995583355,0.11512023,0.973249972
0.98089999,0.011014274,0.996604145,0.114322403,0.977333307
0.98089999,0.011571999,0.996333361,0.09859256,0.977750003
0.98089999,0.011534455,0.996395826,0.118725091,0.97483331
0.98089999,0.010806654,0.996166646,0.107000768,0.977500021
0.98089999,0.010611661,0.996812522,0.114302574,0.975833356
0.98089999,0.012317797,0.995875001,0.126248978,0.974250019
0.98089999,0.00906872,0.996937513,0.100022293,0.980333328
0.98089999,0.006515478,0.998229146,0.111296874,0.978083313
0.98089999,0.008146491,0.99758333,0.136645393,0.973249972
0.98089999,0.00795993,0.997458339,0.105069794,0.980000019
0.98089999,0.002015496,0.999416649,0.112748616,0.981000006
0.98089999,0.008134112,0.997375011,0.129342192,0.976249993
0.98089999,0.014198131,0.99506247,0.117451129,0.976666689
0.98089999,0.006164734,0.99816668,0.108490848,0.980416656
0.98089999,0.003463772,0.998687506,0.129769084,0.978500009
0.98089999,0.005021397,0.998520851,0.127496882,0.980250001
0.98089999,0.007253434,0.997916639,0.123574519,0.979250014
0.98089999,0.006373274,0.997874975,0.129287072,0.977083325
0.98089999,0.005613806,0.998145819,0.114662134,0.980750024
0.98089999,0.006401465,0.997770846,0.143592475,0.976999998
0.98089999,0.006591518,0.998125017,0.114230201,0.980750024
0.98089999,0.003108388,0.999229193,0.118764723,0.979833305
0.98089999,0.001295377,0.999708354,0.114609649,0.980833352
0.98089999,0.005987925,0.998416662,0.119304495,0.980250001
0.98089999,0.007832645,0.997749984,0.118150401,0.976750016
0.98089999,0.005656343,0.99839586,0.120987556,0.980250001
0.98089999,0.004943145,0.99849999,0.10992289,0.980916679
0.98089999,0.003349274,0.998937488,0.120357923,0.980666637
0.98089999,0.002991135,0.999145806,0.109315947,0.982916653
0.98089999,0.007633971,0.997645855,0.124549251,0.976750016
0.980700016,0.281084821,0.918166637,0.132701682,0.958500028
0.980700016,0.093009153,0.971437514,0.088437989,0.973666668
0.980700016,0.05716482,0.98264581,0.085936536,0.973833323
0.980700016,0.034701407,0.989583313,0.081110402,0.976000011
0.980700016,0.027408037,0.991312504,0.089069419,0.974583328
0.980700016,0.023256181,0.992312491,0.088571691,0.976499975
0.980700016,0.017026327,0.994291663,0.101471181,0.974083304
0.980700016,0.01363063,0.99529165,0.120879178,0.97391665
0.980700016,0.018014953,0.993520856,0.100292493,0.975666642
0.980700016,0.013250638,0.995729148,0.095660708,0.97816664
0.980700016,0.009231433,0.997062504,0.096042771,0.980166674
0.980700016,0.009845639,0.996687472,0.09869723,0.977333307
0.980700016,0.015436942,0.994583309,0.098344015,0.978083313
0.980700016,0.008975633,0.997145832,0.108156701,0.977916658
0.980700016,0.00875584,0.997145832,0.094421465,0.981333315
0.980700016,0.007205103,0.997604191,0.116320123,0.97816664
0.980700016,0.01020955,0.996999979,0.115395684,0.977583349
0.980700016,0.01033212,0.997041643,0.103641907,0.977750003
0.980700016,0.009691114,0.996916652,0.102223721,0.979333341
0.980700016,0.005469756,0.998208344,0.116139232,0.978833318
0.980700016,0.008312884,0.997250021,0.110392678,0.978666663
0.980700016,0.008259616,0.99758333,0.111734805,0.979083359
0.980700016,0.005249387,0.998208344,0.116718976,0.979499996
0.980700016,0.007135121,0.997645855,0.121295746,0.977666676
0.980700016,0.004932335,0.99862498,0.096490215,0.981583357
0.980700016,0.004583563,0.998604178,0.108545603,0.981333315
0.980700016,0.004874294,0.998416662,0.098879515,0.983500004
0.980700016,0.007696918,0.997604191,0.106032331,0.982583344
0.980700016,0.006325923,0.998604178,0.100332636,0.982249975
0.980700016,0.005206384,0.998437524,0.113361073,0.978583336
0.980700016,0.006701605,0.998083353,0.119071972,0.980666637
0.980700016,0.002690093,0.999104142,0.113246319,0.981916666
0.980700016,0.005158989,0.99839586,0.118651329,0.979416668
0.980700016,0.008095261,0.997624993,0.112580629,0.981583357
0.980700016,0.006908437,0.998000026,0.099308164,0.981583357
0.980700016,0.002857433,0.999187529,0.096408641,0.983166695
0.980700016,0.001297484,0.999520838,0.126429619,0.978833318
0.980700016,0.006941279,0.99827081,0.122968776,0.980333328
0.980700016,0.002762029,0.999145806,0.106065441,0.982333362
0.980700016,0.004498235,0.998833358,0.122164266,0.98058331
0.983099997,0.275188322,0.918333352,0.116532636,0.967416644
0.983099997,0.090467213,0.972229183,0.09557587,0.971499979
0.983099997,0.055299527,0.982458353,0.084566205,0.974666655
0.983099997,0.037110529,0.988062501,0.090686302,0.973833323
0.983099997,0.029576025,0.990416646,0.080253919,0.977166653
0.983099997,0.021006307,0.993416667,0.100909597,0.973999977
0.983099997,0.018160117,0.994291663,0.101825237,0.974416673
0.983099997,0.017249858,0.99402082,0.100030993,0.974333346
0.983099997,0.015671874,0.994541645,0.086298204,0.979416668
0.983099997,0.009697646,0.996729195,0.103715763,0.976000011
0.983099997,0.014061498,0.995395839,0.10569762,0.975333333
0.983099997,0.015128154,0.995020807,0.090639855,0.97816664
0.983099997,0.009993078,0.996791661,0.119248183,0.974166691
0.983099997,0.013899962,0.995354176,0.118108545,0.973749995
0.983099997,0.008103532,0.99735415,0.113985899,0.977750003
0.983099997,0.005490275,0.998250008,0.102508716,0.98058331
0.983099997,0.002380891,0.999416649,0.114049212,0.979833305
0.983099997,0.009138457,0.997062504,0.113891071,0.977999985
0.983099997,0.014819606,0.995229185,0.117383414,0.976249993
0.983099997,0.007586591,0.997645855,0.132227806,0.974749982
0.983099997,0.00670637,0.997854173,0.107361345,0.981249988
0.983099997,0.007590312,0.997749984,0.106635118,0.978666663
0.983099997,0.007147308,0.997770846,0.119699002,0.978250027
0.983099997,0.008056551,0.997687519,0.108111707,0.979583323
0.983099997,0.005418898,0.998583317,0.129984394,0.976416647
0.983099997,0.00524124,0.997958362,0.120691567,0.978583336
0.983099997,0.006813296,0.997854173,0.117620708,0.978416681
0.983099997,0.008813536,0.997687519,0.095111026,0.981999993
0.983099997,0.003625997,0.998895824,0.124473414,0.977750003
0.983099997,0.006646225,0.998041689,0.132677984,0.975750029
0.983099997,0.00641215,0.997979164,0.102505933,0.981249988
0.983099997,0.006206184,0.997666657,0.112973541,0.980416656
0.983099997,0.005110499,0.998374999,0.114995893,0.980916679
0.983099997,0.005738048,0.998458326,0.129251674,0.978583336
0.983099997,0.005591009,0.998291671,0.112367739,0.981416643
0.983099997,0.001986832,0.999499977,0.133331701,0.978999972
0.983099997,0.004039501,0.999000013,0.112785079,0.980166674
0.983099997,0.003133141,0.999062479,0.115222154,0.980166674
0.983099997,0.005597052,0.998416662,0.12611653,0.979583323
0.983099997,0.008147562,0.997666657,0.115029495,0.978833318
0.976000011,0.277873973,0.919562519,0.126219245,0.962833345
0.976000011,0.091497418,0.971708357,0.099889093,0.967999995
0.976000011,0.055636573,0.982749999,0.088614403,0.973166645
0.976000011,0.039672795,0.987312496,0.089099204,0.975083351
0.976000011,0.025365301,0.991874993,0.09002101,0.976249993
0.976000011,0.020042906,0.993854165,0.092408841,0.976499975
0.976000011,0.018046731,0.994125009,0.103795527,0.975499988
0.976000011,0.015595856,0.99460417,0.092652163,0.977416694
0.976000011,0.011627033,0.99597919,0.110128226,0.975333333
0.976000011,0.015062188,0.994916677,0.099143407,0.977666676
0.976000011,0.011893897,0.996083319,0.107748133,0.976416647
0.976000011,0.011312518,0.996312499,0.099905837,0.980166674
0.976000011,0.011197692,0.996999979,0.108752941,0.976000011
0.976000011,0.012454104,0.995833337,0.098710404,0.980166674
0.976000011,0.006160641,0.997874975,0.119255202,0.977666676
0.976000011,0.008990174,0.996749997,0.098552416,0.980833352
0.976000011,0.008800141,0.99712503,0.12069674,0.97816664
0.976000011,0.010936557,0.996145844,0.119497428,0.978333354
0.976000011,0.005174419,0.998416662,0.103219855,0.981999993
0.976000011,0.010696304,0.99689585,0.105848721,0.97874999
0.976000011,0.011610138,0.99643749,0.121720191,0.976833344
0.976000011,0.005454929,0.998104155,0.108564027,0.979749978
0.976000011,0.005774678,0.998229146,0.120152639,0.979083359
0.976000011,0.006279243,0.998083353,0.125631307,0.977583349
0.976000011,0.004187555,0.998687506,0.101140345,0.981916666
0.976000011,0.00165968,0.99954164,0.10815191,0.981999993
0.976000011,0.000910869,0.999791682,0.123857032,0.981333315
0.976000011,0.011905743,0.996604145,0.096901757,0.982333362
0.976000011,0.005746427,0.998333335,0.111704928,0.980416656
0.976000011,0.008470295,0.997208357,0.1274323,0.972833335
0.976000011,0.005750179,0.998208344,0.10071133,0.980833352
0.976000011,0.002229759,0.999229193,0.10742342,0.981000006
0.976000011,0.00675488,0.997833312,0.127262884,0.977666676
0.976000011,0.007050559,0.998000026,0.121102906,0.978083313
0.976000011,0.007172002,0.997458339,0.117867228,0.978999972
0.976000011,0.002687406,0.999208331,0.130752221,0.977500021
0.976000011,0.007129667,0.997708321,0.124663291,0.978833318
0.976000011,0.002442042,0.999249995,0.110068082,0.981000006
0.976000011,0.006440762,0.997916639,0.118717276,0.978999972
0.976000011,0.004172774,0.998458326,0.157364077,0.976999998
0.984099984,0.281242726,0.915958345,0.126510895,0.961916685
0.984099984,0.093314338,0.972062528,0.098303998,0.970416665
0.984099984,0.056673972,0.98254168,0.087746061,0.973333359
0.984099984,0.037282706,0.988145828,0.08952423,0.976000011
0.984099984,0.028623972,0.990520835,0.089466503,0.975499988
0.984099984,0.024732049,0.991604149,0.081313758,0.977416694
0.984099984,0.017206453,0.994687498,0.103517587,0.975583315
0.984099984,0.015211745,0.994895816,0.099020172,0.97633332
0.984099984,0.012834219,0.995479167,0.10284269,0.976166666
0.984099984,0.01256991,0.995729148,0.114595523,0.977833331
0.984099984,0.011201921,0.996145844,0.101500857,0.978666663
0.984099984,0.013743746,0.995416641,0.100613381,0.979333341
0.984099984,0.008478738,0.997104168,0.118178603,0.977500021
0.984099984,0.012857281,0.995916665,0.124626336,0.97391665
0.984099984,0.010669107,0.996458352,0.108570551,0.978416681
0.984099984,0.012497391,0.996270835,0.102230005,0.977916658
0.984099984,0.009667147,0.997166693,0.09872384,0.980000019
0.984099984,0.003253113,0.998937488,0.110306417,0.980416656
0.984099984,0.001000263,0.999687493,0.104041529,0.98150003
0.984099984,0.005009181,0.998541653,0.111486084,0.979833305
0.984099984,0.018054744,0.994708359,0.105089215,0.97816664
0.984099984,0.005591114,0.998041689,0.110149724,0.980416656
0.984099984,0.006169097,0.99827081,0.116705873,0.97874999
0.984099984,0.005206692,0.998458326,0.117949025,0.979583323
0.984099984,0.005292497,0.998374999,0.111958779,0.980083346
0.984099984,0.005995615,0.998020828,0.129117986,0.977166653
0.984099984,0.008276416,0.997791648,0.112923358,0.980333328
0.984099984,0.005546887,0.998416662,0.105813285,0.979749978
0.984099984,0.009996459,0.997208357,0.11697967,0.978999972
0.984099984,0.003463,0.99885416,0.097692023,0.982166648
0.984099984,0.003029449,0.999395847,0.1020429,0.982333362
0.984099984,0.002842685,0.999208331,0.109788926,0.981333315
0.984099984,0.001956127,0.999333322,0.101049268,0.982500017
0.984099984,0.001506948,0.999666691,0.122277215,0.979916692
0.984099984,0.01226429,0.996479154,0.121614518,0.976583362
0.984099984,0.008176589,0.997624993,0.105491463,0.97874999
0.984099984,0.002187574,0.999458313,0.098225004,0.982583344
0.984099984,0.00431896,0.998708308,0.112517957,0.981833339
0.984099984,0.00183307,0.999479175,0.106853071,0.981916666
0.984099984,0.003593921,0.998812497,0.097339496,0.982916653
0.984099984,0.007540776,0.997770846,0.110088439,0.978999972
0.984099984,0.008238186,0.997291684,0.127328812,0.978833318
0.984099984,0.005285189,0.998291671,0.137169805,0.97816664
0.984099984,0.005702992,0.998354137,0.111344737,0.982416689
0.984099984,0.002649004,0.999458313,0.108011266,0.982166648
0.984099984,0.002413219,0.999291658,0.112234138,0.982500017
0.984099984,0.003870842,0.999104142,0.105310628,0.981666684
0.984099984,0.003007056,0.998979151,0.117311729,0.980166674
0.984099984,0.002402454,0.99931252,0.142272045,0.97724998
0.984099984,0.005462277,0.998541653,0.129892326,0.98058331
0.984099984,0.006617844,0.998000026,0.115487641,0.980916679
0.984099984,0.00112773,0.999687493,0.124795039,0.98058331
0.984099984,0.003364522,0.999249995,0.115524794,0.981999993
0.984099984,0.004344462,0.998645842,0.117448551,0.980833352
0.984099984,0.003339097,0.998979151,0.11406321,0.980916679
0.984099984,0.008836789,0.997708321,0.110122189,0.980833352
0.984099984,0.002208228,0.999208331,0.109553043,0.981249988
0.984099984,0.001998145,0.999437511,0.10396368,0.982583344
0.984099984,0.000379066,0.999875009,0.114060154,0.983749986
0.984099984,0.000182141,0.999958336,0.107963632,0.984166682
0.984600008,0.285362648,0.916416645,0.126803576,0.961333334
0.984600008,0.093889849,0.971270859,0.099515785,0.96966666
0.984600008,0.056766051,0.98254168,0.092876387,0.972666681
0.984600008,0.041184928,0.987208307,0.074705695,0.977916658
0.984600008,0.025652565,0.992083311,0.073878193,0.97874999
0.984600008,0.026436751,0.991229177,0.091318272,0.975166678
0.984600008,0.015422974,0.994937479,0.09814574,0.976916671
0.984600008,0.018730686,0.993770838,0.088909481,0.977500021
0.984600008,0.013325498,0.995374978,0.087368763,0.979916692
0.984600008,0.012538692,0.995937526,0.08438287,0.979916692
0.984600008,0.015010231,0.99506247,0.091461211,0.978250027
0.984600008,0.012998725,0.995770812,0.103603336,0.977916658
0.984600008,0.009721421,0.996687472,0.108833385,0.977416694
0.984600008,0.012548026,0.995916665,0.112698905,0.977916658
0.984600008,0.012723751,0.996020854,0.096691175,0.979333341
0.984600008,0.0074643,0.997229159,0.104414078,0.978500009
0.984600008,0.010177827,0.996687472,0.100608785,0.980083346
0.984600008,0.005490799,0.998250008,0.101431367,0.97966665
0.984600008,0.003380582,0.999104142,0.096805056,0.981083333
0.984600008,0.008415892,0.997104168,0.123965384,0.975916684
0.984600008,0.009959448,0.996979177,0.120741311,0.977166653
0.984600008,0.013251845,0.996229172,0.103468899,0.978083313
0.984600008,0.007395245,0.997562528,0.098266719,0.981166661
0.984600008,0.004066071,0.998645842,0.101666541,0.981583357
0.984600008,0.002180193,0.999166667,0.101929735,0.981583357
0.984600008,0.003874176,0.998812497,0.117306294,0.979583323
0.984600008,0.010520745,0.996749997,0.122944863,0.97816664
0.984600008,0.005765835,0.998104155,0.120073017,0.979333341
0.984600008,0.005434913,0.998520851,0.112253275,0.97966665
0.984600008,0.00998858,0.996854186,0.109942606,0.980916679
0.984600008,0.003660483,0.998937488,0.104633379,0.982416689
0.984600008,0.005455488,0.998708308,0.121088894,0.980333328
0.984600008,0.005815685,0.998291671,0.112391546,0.980000019
0.984600008,0.003105679,0.999125004,0.107118362,0.982666671
0.984600008,0.006900262,0.998125017,0.119352214,0.979499996
0.984600008,0.005328247,0.998125017,0.126184334,0.979250014
0.984600008,0.005229405,0.998312473,0.113695368,0.980083346
0.984600008,0.004488285,0.99862498,0.103454644,0.982249975
0.984600008,0.002803772,0.999145806,0.113168846,0.982083321
0.984600008,0.004426176,0.998770833,0.115057884,0.982333362
0.984600008,0.001461943,0.99954164,0.110302302,0.983166695
0.984600008,0.002434368,0.999374986,0.115485423,0.982333362
0.984600008,0.003707073,0.998791695,0.114469688,0.981999993
0.984600008,0.001348287,0.999708354,0.112935486,0.982333362
0.984600008,0.0079854,0.997541666,0.123669744,0.979499996
0.984600008,0.008533068,0.997395813,0.124712255,0.977166653
0.984600008,0.004645293,0.998666644,0.103314224,0.981083333
0.984600008,0.005163503,0.998645842,0.106675821,0.981249988
0.984600008,0.003154818,0.999020815,0.10973941,0.982916653
0.984600008,0.00421695,0.998687506,0.130781948,0.97966665
0.984600008,0.006775887,0.99816668,0.106478723,0.982083321
0.984600008,0.003389594,0.999020815,0.105010929,0.984416664
0.984600008,0.002397191,0.999166667,0.117197253,0.981333315
0.984600008,0.004066831,0.998729169,0.117936229,0.981833339
0.984600008,0.001086518,0.999666691,0.108227293,0.983333349
0.984600008,0.000105607,1,0.111017379,0.984000027
0.984600008,2.18E-05,1,0.111091091,0.984416664
0.984600008,8.95E-06,1,0.112197785,0.984583318
0.984600008,6.84E-06,1,0.113283789,0.984583318
0.984600008,5.52E-06,1,0.114386935,0.984499991
0.985599995,0.27679523,0.91785419,0.124945242,0.961583316
0.985599995,0.092387253,0.972208321,0.083559908,0.972916663
0.985599995,0.055768982,0.982062519,0.088493773,0.973166645
0.985599995,0.036904921,0.988458335,0.101956603,0.972666681
0.985599995,0.026969342,0.991312504,0.086483486,0.97483331
0.985599995,0.021036542,0.993083358,0.08543504,0.976750016
0.985599995,0.021618631,0.992895842,0.097005148,0.977333307
0.985599995,0.014025363,0.995145857,0.08568458,0.979416668
0.985599995,0.012446985,0.996020854,0.119172477,0.973749995
0.985599995,0.015894606,0.994645834,0.103756213,0.977666676
0.985599995,0.00822429,0.997395813,0.090449472,0.980916679
0.985599995,0.008868433,0.99712503,0.102275985,0.977833331
0.985599995,0.008914584,0.996708333,0.121178192,0.975666642
0.985599995,0.015048068,0.995166659,0.099865331,0.979250014
0.985599995,0.010241235,0.996749997,0.09594893,0.979499996
0.985599995,0.008926651,0.996999979,0.101503212,0.979833305
0.985599995,0.010863094,0.996229172,0.113658537,0.976666689
0.985599995,0.009568822,0.996979177,0.105901103,0.978416681
0.985599995,0.009167991,0.996791661,0.100844851,0.979166687
0.985599995,0.005204507,0.998374999,0.112128305,0.978666663
0.985599995,0.005413675,0.998604178,0.108478443,0.979833305
0.985599995,0.00931511,0.997020841,0.123750368,0.977333307
0.985599995,0.009533479,0.996791661,0.100108998,0.981333315
0.985599995,0.003840573,0.998791695,0.095337425,0.982083321
0.985599995,0.000938976,0.999687493,0.119804449,0.98058331
0.985599995,0.006855991,0.998000026,0.127210047,0.976666689
0.985599995,0.008232117,0.99758333,0.106901664,0.97966665
0.985599995,0.007491852,0.99758333,0.120408535,0.979749978
0.985599995,0.006132075,0.99781251,0.116913811,0.977750003
0.985599995,0.004133403,0.998812497,0.10813804,0.980166674
0.985599995,0.007894504,0.997749984,0.10615927,0.979499996
0.985599995,0.004482522,0.998520851,0.11679102,0.980083346
0.985599995,0.002443966,0.999208331,0.137021062,0.979083359
0.985599995,0.00227321,0.999291658,0.145731826,0.977416694
0.985599995,0.009904793,0.996937513,0.148048062,0.974083304
0.985599995,0.00453576,0.998416662,0.120140452,0.980000019
0.985599995,0.003734468,0.999062479,0.138261629,0.97816664
0.985599995,0.005572576,0.998208344,0.125361014,0.97874999
0.985599995,0.003449428,0.999062479,0.116476423,0.981000006
0.985599995,0.003171576,0.999104142,0.133153422,0.979083359
0.985599995,0.005262783,0.998291671,0.142635299,0.978250027
0.985599995,0.005155845,0.998562515,0.134399882,0.978250027
0.985599995,0.006873287,0.998020828,0.118481744,0.980000019
0.985599995,0.002477033,0.999291658,0.126247694,0.979749978
0.985599995,0.002853096,0.999229193,0.132911155,0.97966665
